zone,region,city,att_type,att_name,author,rating,comment,comment_date
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Ilves81,5,Были в апреле 2014 года. Из минусов-далеко добираться из Хабаровска. Из плюсов-всё очень компактно по-домашнему,Опубликовано 23 марта 2017 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Katerina M,5,"Бываю в Зоосаде периодически - и в летнее, и в зимнее время. и каждый раз нахожу для себя что-то новое: то котята у Диких кошек родятся, то тигрица выведет тигренка погулять, то выставка домашних птиц... вообщем, есть что посмотреть и для взрослых и для детей. Цена за вход приемлема! Можно приобретать сувениры, а также корм для животных, которых можно покормить здесь же. как-то экскурсовод даже провела бесплатный экскурс по зоосаду, рассказала много интересных историй о животных (видимо, у не было ""окно"" в работе). Рекомендую для посещения всем возрастам!",Опубликовано 21 июля 2014 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Katki2013,5,"Еще лет 6-7 назад зоосад не был таким густонаселенным, несколько грызунов, сов, тигры, волки да медведи. Сегодня фауна дв региона представлена достаточно широко, появились леопарды, ослики, аисты, хищные птицы и домашние в огромных количествах, норки, кабаны. Некоторые вольеры очень красиво оформлены. По виду не скажешь, что животные голодают. Ну а на жару повлиять невозможно, белому медведю только зимой хорошо:)))",Опубликовано 16 августа 2014 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Kaverdj,4,"В зоосаде много зверюшек маленьких и больших...даже белый медведь бродит в вольере...тигры,медведи,лоси,кабаны,волки косули и много разных птиц...Детям очень понравилось...посетите зоосад...не пожалеете!!!",Опубликовано 19 июля 2014 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Kot T,4,"Из минусов: сложно добраться. Автобусные маршруты не самые удобные, такси стоит 270 руб в один конец. Вход и выход через один тесный коридор, в котором же стоит стол с сувениркой. бывают заторы. Территория зоопарка не облагорожена - по сути, это кусок ""дикого"" леса с минимальным количеством цветов. Нет общепитов, даже простых автоматов с водой. Территория небольшая, животных не очень-то много. Лотки с водой и бассейны у животных грязноваты - металлические ржавют, бетонные покрыты водорослями. Вольер белых медведей требует ремонта. О недостаточной уборке говорит и запах.
Плюсы: цена 250 руб за взрослого, нормально. Животные в хорошем состоянии, ухожены. упитаны, спокойны. Целых 3 редчайших дальневосточных леопарда и 2 амурских тигра во главе со львом - украшение зоопарка. Звери явно хорошо себя чувствуют, вольеры просторны. Ограждения близки к клеткам, можно увидеть животных на расстоянии вытянутой руки.",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",LPL2014,4,"Зоопарк определенно стоит посетить, вы можете увидеть местных животных этого региона и некоторых очень редких разновидностей, как ussurisky тигр, морской Oryol, оленей американского из и дикий пиво. И даже белый белый медведь! Если вам повезет, то увидите, что он принимает ванну в большом бассейне.Вы можете кормить некоторых животных как козы, есть много детей, которые его, и в целом это очень интересно для них. Вы сможете купить чашку яблок порезы и моркови у входа для - 100.В целом это место содержится в хорошем состоянии, и в большинстве животных есть относительно большие содержащиеся в клетке места. Но некоторые (особенно правильный, когда вы входите) находятся в очень маленьких клетках, которые пахнут, и плохо животные кажутся оспариваемыми.На территории Зоопарка там содержат, остается от подлинной nanai деревни, чтобы посетить, что может быть захватывающим, чтобы увидеть настоящую культуру этого русского меньшинства.Ожидайте много пешеходных прогулок и возьмите воду и некоторые закуски с вами! Так как там негде в значительной степени покупать воду или еду. Внутри есть ресторан, но он был закрыт, когда я был там несколько дней назад. Тот через дорогу Berloga (очень хороший ресторан на самом деле! ) был по какой-то причине закрыт.В целом рассчитывайте насладиться текущего ремонта, это действительно что-то, чтобы увидеть! Но не удивляйтесь, что это организуется в 'русском намного' значение, что есть минимальным набором удобств и комфорт.Входной билет для местных жителей - 220 рублей и 300 рублей для не - жители.",Перевод: PROMT
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Marina M,5,"Зоосад Приамурский является интересным местом для отдыха семьей, Много животных и птиц, с которыми с удовольствием знакомятся дети. Таких животных как козлы, бараны, олени модно покормить овощами, которые приобретаются на территории зоосада. Детям очень нравится такое времяпрепровождение. Коллекция диких животных включает в себя тигров, дальневосточного леопарда, рысь, если попадете на период окота - можно увидеть прекрасных котят рыси, которых заботливая мать очень чутко опекает. дети так же любят наблюдать и за медведями. Зоосад постоянно развивается - облагораживается территория, появляются новые уютные скверики. На его территории проводятся разные мероприятия как то - день рождения тигра - последние выходные июля, день рождения зоосада, как правило 10 октября. В эти дни проводятся разные конкурсы, концерты - очень интересно! но следует учитывать тот факт, что заезд к зоосаду идет по узкой дороге, на которой могут разъехаться лишь две машины, а когда проводятся мероприятия, то машины паркуют от самого верха спуска с трассы и выезжать приходится часами. Поэтому комфортно посетить этот объект я бы рекомендовала в рабочий день, а не в праздничные тем более.",Опубликовано 12 августа 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Maslik-Alena,4,"Большая территория не далеко от города. Животные в больших клетках по сравнению с Владивостокским например, где мишки сидят в клетке 2 на 2.
Понравился заплыв белого медведя. Но воду бы ему надо поменять :))
На входе очень вонюче, наверное лисичками :))
Ну и мошка просто везде!!!",Опубликовано 10 июля 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Mikhail82,5,"Были с сыном, ему очень все понравилось, особенно кормить животных с рук. Впечатлений куча.Интересно смотреть на животных, которых в живой природе очень мало шансов встретить, Медведь просто огромен.",Опубликовано 13 апреля 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Nataliya E,5,"Отличная прогулка! Зоосад небольшой, но все
Интересные животные Хабаровского края в нём есть. Тигр, Дальневосточный леопард, гималайский и бурый медведь, рысь и волки. Очень рада, что было белых медведей. Очень старый вольер, немыслимо грязные остатки воды в бассейне. Мы были в жару за +30, воды и обычным животным не хватает. Единственный минус: нет кафе рядом, ресторан ещё закрыт и лучше ехать на такси. Расписание автобуса есть, но неудачное. Мы не стали ждать",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",OZODKHABAROVSK,3,"Добрались автобусом 114 и дальше по улочке пешком.билеты покупали по 2 20 р но никто нас не проверил. Животных мало. Уссурийские тигры и дальневосточные гепарды очень красивые и живые. Бурый медведь развлекал всех со своей ленью.открывает пасть и чей попадает того есть. Очень забавно. Разочаровывался на белого медведя. Не хочет выйти с конуры и через чур по моему загорел. Желтой окраски.может не чистят в конуре?
Внутри зоосада нет ни одного ларька продающие хотя бы сувениров и воды.могли бы организовать автобусные маршруты,хоть платные с автовокзала,с трехгорной или хотя бы с полярной. Нет ни аквариума ни террариума ни аттракционов.....",Опубликовано 31 октября 2017 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Oljen,5,Находиться недалеко от города.можно на машине доехать.минут 40.Большая территория. хорошие вальеры. Разнообразные животные и птицы живут здесь. Мы были во время кормления и посмотрели рацион . хорошо питаются животные и овощи и рыбка и фрукты.все им попадает и в хорошем количестве.Чисто везде и уютно,Опубликовано 1 декабря 2017 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Serega G,4,"Территория зоосада расположена за Хабаровском в лесной зоне, благодаря чему его посещение комфортно даже в жаркие дни. Большое количество птиц и животных заинтересует ка детей, так и взрослых.",Опубликовано 4 июня 2014 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",UC83,5,"Хорошее место,хороший парк, звери. Можно и нужно гулять там с семьей, с детьми. Ехать конечно же лучше на машине, от автобуса прилично там идти. Советую!",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",ValeriaPanteley,4,"Ездили на выходных на машине, животных некоторых очень жалко, особенно красного волка, скулила бедняга и склонялась по клетке, у некоторых животных очень мало место, у белого медведя было мало воды...но видно что питаются хорошо, но вот некоторых животных нужно переселить в клетки побольше",Опубликовано 13 апреля 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Viktoria V,5,"Отличное место, для проведения дня. Весело будет, особенно с детьми. Можно и животных покормить и пофотографироваться. В общем сколько не ходи в разные зоопарки, в любом возрасте - всегда интересно будет! На Воронеже красивая природа, так что при желании можно выбрать местечко и остаться на пикник",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",YaskovaM,5,"Нам очень-очень понравилось! Добрались без проблем на автобусе 114, ходит он строго по расписанию. Идти не очень-то и далеко от остановки.
Зоопарк чистый, уютный, большой. Накормили зверей, насмотрелись на них! Мишка артист - раскрывает рот, просит кушать, и ему прямо в рот еду кидают. Гималайская мишка - смешная, сама с собой играется! А уж какое чудо увидеть живого белого медведя!
Мы очень довольны!",Опубликовано 8 апреля 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Yelkina,5,"Хорошая идея кормить животных,выданным кормом на входе в парк-интересно и детям и взрослым...Чисто ...Единственное замечание-стоянка для машин...паркуются на обочине дороги с обеих сторон,что затрудняет проезд...",Опубликовано 2 ноября 2015 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Yopta R,5,"Остались только положительные эмоции. Все здорово, красиво. Некоторых животных можно кормить, купив предварительно на входе стаканчик нарезанных фруктов и овощей. Зоосад находится не так уж далеко от города, есть автобусная остановка в 500 метрах от зоосада. Так же есть бесплатная, охраняемая парковка для гостей зоосада. Всем советую посетить данное заведение!!!",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Yujin777,5,"Зоосад расположен недалеко от Хабаровска.,в п.Воронеж. Там большое собрание различных птиц,мелких и крупных зверей. Один из них-красавец тайги тигр. Была там несколько раз и зимой и летом. Летом животные более активные. Доехать до зоосада можно как на автомобиле так и на пригородном автобусе с автовокзала.Зоосад очень нравится деткам.",Опубликовано 8 августа 2015 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Zotina,4,"Раз в несколько лет посещаю данный зоосад. Последний раз удивилась,как все преобразилось,появились новые обитатели, жаль что белой медведицы уже нет. В целом, всё нравится.",Опубликовано 27 сентября 2015 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",endry69,5,"Интересно что животные находятся в как бы в естественной среде, хотя и находятся в клетках. Зоосад расположен за городом.",Опубликовано 8 октября 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",evgor,3,"Если несколько лет назад зоосад набирал обороты, ставил новые вольеры, обустраивал территорию, то в настоящее время все постепенно приходит в упадок. Заборы покосились, решетки заржавели, а этническая деревня просто развалилась. Более-менее порядок там, где звери находятся под шефством какого-либо стороннего предприятия. Бесплатная стоянка для транспорта стала платной, соответственно автомобили бросают вдоль дороги из-за чего иногда образуются серьезные пробки.",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",evgor,4,"За 15 лет своего существования зоосад стал больше по площади и по видам животных, находящихся здесь. Моим детям очень нравится его посещать, всегда едут сюда с удовольствием. Еще бы организовать внутри хоть какую-нибудь торговлю напитками и как-то упорядочить движение и стоянки автомобилей. Летом, в выходной день, здесь можно застрять в пробке.",Опубликовано 23 декабря 2017 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",geloninug,4,"Можно взять гида и корма для животных. Все животные ухоженные, по ним видно, что с голоду не пухнут. Интересно было кормит кабаргу, давать ей листочки",Опубликовано 23 сентября 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",ksenya b,5,"Мы были там с молодым человеком. Нам понравилось, особенно повезло, что попали на кормление тиргов и леопарда. Очень интересно. Животных много, есть кафе с холодными напитками, салатами, оладьями и пицца. На входе продаются нанайские амулеты из дерева ручной работы. Кормила из рук ослика - он очень милый!!!!",Опубликовано 19 июля 2014 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",ledkhv27rus,4,"Зоосад, это одно из двух мест в окрестностях г.Хабаровска, где можно посмотреть на обитателей дальневосточной тайги и не только. Огромный плюс людям, которые создали этот уголок дикой природы. В зоосаде видно, что все сделано во благо, но, к сожалению, тех денег, которыми располагает руководство, не достаточно для создания идеальных условия для обитателей зоосада и его посетителей. Теперь в зоосаде есть нормальная гостевая парковка, что очень порадовало.",Опубликовано 8 августа 2015 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",marina_0609,5,"Для детей здесь просто рай - живое общение с животными, возможность их покормить. Звери производят хорошее впечатление ухоженностью и упитанностью. Жаль только, что места для зоосада выделено немного и это при наших бескрайних просторах;",Опубликовано 30 марта 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",natnes,3,"Были в Хабаровске с ребенком (4 года), поэтому решили поехать в зоосад. Животных немного (не сравнить даже с Владивостокским зоопарком на Сад-городе), вольеры небольшие, у некоторых зверей - откровенно маленькие. Чувствуется, что зоосаду не хватает финансирования. В целом производит впечатление скромного провинциального зоопарка, держащегося, вероятно, лишь на энтузиастах. Из российских зоопарков, где я была, сильно уступает почти всем (например, Ижевскому зоопарку, Новосибирскому, Сафари-парку под Владивостоком). Зоосад оставил удручающее впечатление еще и от того, что там велись ремонтные работы, часть вольеров были закрыты, было грязно (прошел мокрый снег) и неуютно. Единственная радость - покормить копытных овощами.
Кстати, расстроили посетили зоосада, которые, несмотря на запреты, тайком кормили животных хлебом.
На территории зоосада есть кафешка для людей, где готовят шаверму. Вкусную :)",Опубликовано 11 ноября 2014 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",nevesoma,5,"Очень много животных и птичек. Недорогие входные билеты, продают яблочки-морковку для зверей. От клеток некоторых зверей дурно несет, но в целом везде чисто. Очень крутой белый медведь:) заныривает и выплывает:) очень веселый и игривый бурый медведь, который будто показывает шоу и любит сладенькое. Очень понравилось кормить оленей и трогать их обалденные носы:)",Опубликовано 20 февраля 2018 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",olesik77,4,"Были в июле на экскурсии с детьми, которые приехали со всего Дальнего Востока. Я хоть там и не первый раз, но восторгалась как ребенок. Дети так вообще верещали. Нам повезло, что мы попали в то время когда началась кормежка тигров и леопардов. Зрелище, конечно, незабываемое! Всем-всем советую посетить, особенно у кого есть детишки!",Опубликовано 4 августа 2015 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",panas2009,5,"Расположенный на окраине города, зоосад манит своим великолепием. Гуляя по нему, открываются красивые виды с горы на реку Амур. Животных не так много, но все они какие-то живые, с ними можно поиграть.",Опубликовано 23 апреля 2019 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",starovojtt,3,"Зоосад оставляет двоякое впечатление. Просторные вольеры, где содержатся животные, животные выглядят здоровыми и сытыми. Неплохо продумана система расположения вольеров. Нас сопровождала очень добрая сотрудница зоосада, которая очень ласково общалась со всеми питомцами. Однако в данном месте совсем не продуманы условия для посещения людьми с ограниченными возможностями. Зоосад находится далеко. Приходят люди с детьми, почему бы не предусмотреть зоны для быстрых перекусов, анимационные мероприятия , которые бы ""задержали"" посетителей и сделали бы посещение более запоминающимся. Т.е. минусом является слабый маркетинг, совковый подход. Поэтому зоосад - не самое посещаемое место хабаровчанами.",Опубликовано 12 января 2018 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",svetashat,5,"Регулярно посещаем этот зоосад всей семьей. Недавно появился львенок, очень красивый и забавный. У медведей родились медвежата, которые притягивают внимание всех посетителей. За ними очень интересно наблюдать. Нравится и взрослым и детям! Белый мишка очень скромный в отличие от бывшего Гоши и редко показывается посетителям. Звери ухоженные.
Хотелось бы более благоустроенных дорожек между вольерами, так как весной и осенью приходиться пробираться по грязи. Так же не хватает кафе на территории зоосада, для перекуса. А так в целом поездка в зоосад - это отличное времяпровождение в выходной день!",Опубликовано 1 апреля 2018 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",tanyacomm,5,"Для нашего города очень достойный зоопарк, животные сытые и ухоженные, рядом есть ресторан, где можно пообедать, либо устроить пикник на берегу Реки.",Опубликовано 22 декабря 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",uriy4310,5,"В самом начале года посятили этот красивый уголок дальневосточной природы. Давно хотели посмотреть наших диких животных представленных в зоосаду. Прогулка на морозе с друзьями и детьми была великолепна. Многих южных зверей не увидели, но красавца тигра , белого медведя, чудесную парочку рысей посмотрели.",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",vokram87,5,"Если вы никогда не были в зоопарках, таких как Новосибирский, например или Московский или другой большой зоопарк заграницей, то обязательно посетите этот зоосад. Это небольшой зоопарк с преобладанием птиц. Также есть медведи бурые и белый медведь. Можно покормить северных оленей, а также косулю. В зоосаде чисто и уютно, животные не замученные, но некоторых нелегко разглядеть. Конечно улучшать есть что, например дорожки и некоторые вольеры. Неплохо было бы и расширить территорию, так как место немного для некоторых животных. Также есть в зоосаде аттракционы совершенно там неуместные. С инфраструктурой плоховато. Но если вы еще не бывали в зоопарках, то посетите этот зоосад.",Опубликовано 12 февраля 2019 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Александр Морозов,4,"Были 3 раза за 2014-2015 года. Всегда были довольны увиденным, животные красивые, ухоженные, их много. Видно, что за ними следят. С некоторой долей натяжки, за минусы можно посчитать запах и тучи мошкары в летнее время. Многих животных можно кормить. Знаем о несчастьях, случившихся с тиграми и белым медведем. Надеемся, что в скором времени Зоосаду удастся вновь пополнить коллекцию этими особями. Одного тигра маловато все-таки.",Опубликовано 3 июля 2015 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Алексей А,5,"Приятно удивило содержание животных в данном месте. Все ухоженные, вольеры чистые, практически нет запаха (кроме клетки с кроликами). Советую посетить данное место с детьми из животных есть домашние куры, гуси, индюки.",Опубликовано 5 июня 2016 г.
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Анастасия Н,5,"Ездили с мужем пофотать животных. Приятно время провести, наблюдая за братьями меньшими.
При нас животные были активны. Все носились и скакали. Некоторым явно тесно в клетках, но большинство питомцев не обижены метражем жилья.
В наш приезд из линявших - только лиса, все остальные пушистики, с красивой блестящей шерсткой. И перьями))
Рекомендую семьям с детьми, будет интересно покормить животных, проданными тут же яблоками и морковью.",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Анастасия Р,5,"Зоосад приятно удивил не только ухоженностью вольеров и территории, но и размерами площади и разнообразием животного мира. Расположенный на склоне естественной горы, он очень приятно спланирован, позволяя путешествовать от вольера к вольеру, наслаждаясь разнообразными животными.
Преобладает здесь, конечно же, дальневосточная фауна. Животные выглядят довольными и здоровыми.
Посещать пришлось в мелкий дождь, но большая часть обитателей была снаружи убежищ, позволяя полюбоваться на себя.
Маленький уголок зоосада отведен под реконструкцию национальной нанйской деревни.",
Дальневосточный округ,Хабаровский край,Хабаровск,Развлечения в Хабаровске,"Зоосад ""Приамурский"" им. В.П. Сысоева",Анна,5,"Вполне хороший зоосад, были не сколько раз и с каждым годом видны изменения в лучшую сторону, животные ухоженные, сытые. Есть возможность покормить копытных оленя, лося. Яблоки и морковки можно купить на кассе порезанные в стакане. Взрослый билет стоят 220 руб.",
